ID,racial_group,callback
3778,White,No
3779,African American,No
3780,White,No
3781,African American,No
3782,African American,No
3783,African American,No
3784,African American,No
3785,White,No
3786,African American,No
3787,White,No
3788,White,No
3789,White,No
3790,White,No
3791,White,No
3792,White,No
3793,African American,No
3794,White,No
3795,African American,No
3796,White,No
3797,White,No
3798,White,No
3799,White,No
3800,African American,No
3801,African American,No
3802,African American,No
3803,White,No
3804,African American,No
3805,White,No
3806,African American,No
3807,African American,No
3808,White,No
3809,African American,No
3810,African American,No
3811,African American,No
3812,African American,No
3813,African American,No
3814,African American,No
3815,African American,No
3816,African American,No
3817,African American,No
3818,White,No
3819,White,No
3820,African American,No
3821,White,No
3822,White,No
3823,White,No
3824,African American,No
3825,White,No
3826,White,No
3827,African American,No
3828,African American,No
3829,African American,No
3830,White,No
3831,African American,Yes
3832,African American,No
3833,African American,No
3834,White,No
3835,African American,No
3836,White,Yes
3837,White,No
3838,White,No
3839,White,No
3840,White,No
3841,African American,No
3842,White,No
3843,African American,No
3844,African American,No
3845,White,No
3846,African American,No
3847,African American,No
3848,White,No
3849,White,No
3850,African American,No
3851,White,No
3852,White,No
3853,White,No
3854,African American,No
3855,White,No
3856,African American,No
3857,African American,No
3858,White,No
3859,African American,No
3860,White,No
3861,African American,No
3862,African American,No
3863,African American,No
3864,African American,No
3865,White,No
3866,African American,Yes
3867,White,No
3868,African American,No
3869,White,Yes
3870,African American,No
3871,White,No
3872,African American,No
3873,White,No
3874,White,No
3875,African American,No
3876,White,Yes
3877,White,No
3878,African American,No
3879,White,No
3880,African American,No
3881,White,No
3882,African American,No
3883,White,No
3884,White,No
3885,White,No
3886,African American,No
3887,White,No
3888,African American,No
3889,White,No
3890,White,No
3891,African American,No
3892,White,No
3893,White,No
3894,White,No
3895,African American,No
3896,White,No
3897,White,Yes
3898,African American,No
3899,White,No
3900,White,No
3901,White,No
3902,White,No
3903,White,Yes
3904,African American,No
3905,White,No
3906,African American,No
3907,African American,Yes
3908,White,No
3909,White,No
3910,White,No
3911,African American,Yes
3912,African American,No
3913,African American,No
3914,White,No
3915,White,No
3916,African American,No
3917,White,No
3918,African American,No
3919,African American,No
3920,White,Yes
3921,African American,No
3922,African American,Yes
3923,African American,No
3924,White,No
3925,African American,No
3926,African American,No
3927,African American,No
3928,White,No
3929,White,Yes
3930,African American,No
3931,African American,No
3932,White,No
3933,African American,No
3934,African American,No
3935,White,Yes
3936,African American,No
3937,White,No
3938,African American,No
3939,White,No
3940,African American,No
3941,African American,No
3942,African American,No
3943,White,No
3944,White,No
3945,White,Yes
3946,White,No
3947,White,No
3948,African American,No
3949,African American,No
3950,African American,No
3951,White,No
3952,African American,No
3953,White,No
3954,African American,No
3955,African American,No
3956,African American,Yes
3957,African American,No
3958,White,No
3959,White,No
3960,African American,No
3961,African American,No
3962,African American,No
3963,African American,No
3964,African American,No
3965,African American,No
3966,White,No
3967,White,No
3968,White,No
3969,African American,No
3970,African American,No
3971,White,No
3972,African American,No
3973,African American,No
3974,White,No
3975,African American,No
3976,African American,No
3977,African American,No
3978,African American,No
3979,White,No
3980,African American,No
3981,White,No
3982,African American,No
3983,African American,No
3984,African American,No
3985,White,No
3986,White,No
3987,African American,No
3988,African American,No
3989,White,No
3990,African American,No
3991,African American,Yes
3992,African American,No
3993,White,No
3994,African American,No
3995,White,Yes
3996,White,No
3997,White,Yes
3998,White,No
3999,African American,No
4000,African American,No
4001,White,No
4002,African American,No
4003,African American,No
4004,African American,No
4005,African American,No
4006,African American,No
4007,White,No
4008,White,No
4009,White,No
4010,African American,No
4011,White,No
4012,White,No
4013,African American,No
4014,African American,Yes
4015,African American,No
4016,African American,No
4017,White,No
4018,African American,No
4019,White,No
4020,African American,No
4021,African American,No
4022,White,Yes
4023,White,No
4024,African American,No
4025,African American,No
4026,African American,No
4027,African American,No
4028,African American,Yes
4029,African American,No
4030,African American,No
4031,White,Yes
4032,White,No
4033,White,Yes
4034,White,No
4035,African American,No
4036,White,No
4037,African American,No
4038,African American,No
4039,African American,No
4040,White,No
4041,White,No
4042,White,No
4043,African American,No
4044,White,No
4045,African American,No
4046,White,Yes
4047,White,No
4048,White,Yes
4049,White,No
4050,African American,No
4051,African American,No
4052,African American,No
4053,White,No
4054,African American,No
4055,African American,No
4056,White,Yes
4057,White,No
4058,White,No
4059,White,No
4060,White,No
4061,White,No
4062,African American,No
4063,White,No
4064,African American,No
4065,African American,No
4066,African American,No
4067,White,No
4068,African American,No
4069,African American,No
4070,White,No
4071,White,Yes
4072,African American,No
4073,White,No
4074,African American,No
4075,White,No
4076,African American,No
4077,African American,No
4078,White,No
4079,African American,No
4080,White,No
4081,White,No
4082,African American,No
4083,African American,Yes
4084,African American,No
4085,White,No
4086,White,No
4087,African American,No
4088,White,No
4089,White,No
4090,African American,No
4091,White,No
4092,White,No
4093,African American,No
4094,African American,No
4095,African American,No
4096,African American,No
4097,African American,No
4098,White,No
4099,White,No
4100,White,Yes
4101,African American,No
4102,White,No
4103,White,No
4104,African American,Yes
4105,African American,No
4106,White,No
4107,African American,No
4108,White,No
4109,African American,No
4110,White,No
4111,African American,No
4112,African American,No
4113,African American,No
4114,African American,No
4115,African American,No
4116,African American,Yes
4117,African American,No
4118,African American,No
4119,White,No
4120,White,No
4121,African American,No
4122,African American,No
4123,African American,No
4124,White,No
4125,White,No
4126,African American,No
4127,African American,No
4128,African American,Yes
4129,African American,No
4130,White,No
4131,African American,Yes
4132,African American,No
4133,White,Yes
4134,White,No
4135,White,No
4136,White,No
4137,African American,No
4138,White,No
4139,White,Yes
4140,White,No
4141,White,No
4142,African American,No
4143,White,No
4144,White,No
4145,African American,No
4146,White,No
4147,White,No
4148,White,No
4149,White,No
4150,African American,No
4151,White,No
4152,White,No
4153,African American,No
4154,White,No
4155,African American,No
4156,White,No
4157,African American,No
4158,African American,No
4159,White,No
4160,White,No
4161,White,No
4162,White,No
4163,White,No
4164,White,No
4165,African American,No
4166,White,No
4167,African American,No
4168,White,No
4169,White,No
4170,African American,No
4171,African American,No
4172,White,Yes
4173,African American,No
4174,African American,No
4175,African American,No
4176,White,No
4177,African American,No
4178,White,Yes
4179,African American,No
4180,African American,No
4181,White,No
4182,African American,No
4183,African American,No
4184,African American,No
4185,White,Yes
4186,White,No
4187,African American,No
4188,White,No
4189,African American,No
4190,African American,No
4191,African American,No
4192,African American,No
4193,White,No
4194,White,No
4195,White,No
4196,African American,No
4197,White,No
4198,White,No
4199,White,No
4200,African American,No
4201,African American,No
4202,White,No
4203,White,No
4204,White,No
4205,African American,No
4206,African American,No
4207,White,No
4208,African American,No
4209,African American,No
4210,African American,No
4211,African American,No
4212,African American,No
4213,White,No
4214,White,No
4215,White,No
4216,African American,No
4217,White,No
4218,African American,No
4219,White,No
4220,White,No
4221,White,No
4222,White,No
4223,African American,No
4224,White,No
4225,White,No
4226,African American,No
4227,African American,No
4228,African American,No
4229,African American,No
4230,White,Yes
4231,White,Yes
4232,White,Yes
4233,White,No
4234,White,No
4235,African American,No
4236,African American,No
4237,White,Yes
4238,White,No
4239,African American,No
4240,African American,No
4241,African American,No
4242,White,No
4243,White,No
4244,African American,No
4245,White,No
4246,African American,No
4247,White,No
4248,African American,No
4249,White,No
4250,White,No
4251,African American,No
4252,White,No
4253,African American,Yes
4254,White,No
4255,White,No
4256,African American,No
4257,African American,No
4258,African American,No
4259,African American,No
4260,African American,No
4261,African American,No
4262,African American,No
4263,African American,No
4264,African American,No
4265,African American,No
4266,White,No
4267,White,No
4268,White,No
4269,African American,No
4270,African American,No
4271,African American,No
4272,White,No
4273,White,No
4274,African American,No
4275,White,No
4276,White,No
4277,White,No
4278,White,No
4279,African American,No
4280,White,No
4281,African American,No
4282,African American,No
4283,African American,No
4284,White,No
4285,African American,No
4286,White,No
4287,White,No
4288,White,No
4289,White,No
4290,African American,No
4291,White,No
4292,White,No
4293,White,No
4294,White,No
4295,White,No
4296,African American,No
4297,White,No
4298,White,No
4299,White,No
4300,African American,No
4301,White,No
4302,African American,No
4303,African American,No
4304,African American,No
4305,White,No
4306,White,No
4307,African American,No
4308,White,No
4309,White,No
4310,White,No
4311,African American,No
4312,White,No
4313,White,No
4314,African American,No
4315,African American,No
4316,African American,No
4317,White,No
4318,White,No
4319,African American,No
4320,White,No
4321,African American,No
4322,White,No
4323,African American,No
4324,White,No
4325,White,No
4326,White,No
4327,White,No
4328,African American,No
4329,White,No
4330,African American,No
4331,White,No
4332,African American,No
4333,African American,No
4334,African American,No
4335,African American,No
4336,African American,No
4337,White,No
4338,African American,No
4339,African American,No
4340,African American,No
4341,White,No
4342,White,No
4343,African American,No
4344,White,No
4345,African American,No
4346,African American,No
4347,White,No
4348,White,No
4349,African American,No
4350,African American,No
4351,African American,No
4352,White,No
4353,African American,No
4354,African American,No
4355,African American,No
4356,White,No
4357,African American,No
4358,White,No
4359,African American,No
4360,African American,No
4361,African American,No
4362,African American,No
4363,African American,No
4364,White,No
4365,African American,Yes
4366,White,No
4367,White,No
4368,White,No
4369,White,No
4370,African American,No
4371,White,No
4372,White,No
4373,White,No
4374,African American,No
4375,White,No
4376,African American,No
4377,White,No
4378,White,No
4379,White,No
4380,White,No
4381,African American,No
4382,African American,No
4383,African American,No
4384,African American,No
4385,African American,No
4386,African American,No
4387,African American,No
4388,White,No
4389,African American,No
4390,White,Yes
4391,African American,No
4392,White,No
4393,African American,No
4394,African American,No
4395,White,No
4396,White,No
4397,White,No
4398,African American,No
4399,White,No
4400,White,No
4401,White,No
4402,African American,No
4403,White,No
4404,White,No
4405,African American,No
4406,White,Yes
4407,African American,No
4408,White,No
4409,White,No
4410,African American,No
4411,African American,No
4412,White,No
4413,White,No
4414,African American,No
4415,African American,No
4416,African American,No
4417,White,No
4418,African American,No
4419,White,No
4420,White,No
4421,African American,No
4422,African American,No
4423,White,No
4424,White,No
4425,African American,No
4426,White,No
4427,African American,No
4428,African American,No
4429,African American,No
4430,African American,No
4431,White,No
4432,African American,No
4433,African American,No
4434,White,No
4435,White,No
4436,African American,No
4437,African American,No
4438,African American,No
4439,White,No
4440,African American,Yes
4441,White,No
4442,African American,No
4443,White,No
4444,African American,No
4445,African American,No
4446,White,Yes
4447,African American,No
4448,African American,No
4449,African American,No
4450,African American,No
4451,African American,No
4452,White,No
4453,White,No
4454,African American,No
4455,White,No
4456,African American,No
4457,African American,No
4458,African American,No
4459,African American,No
4460,White,No
4461,African American,No
4462,African American,No
4463,White,No
4464,White,No
4465,African American,No
4466,White,No
4467,White,No
4468,African American,No
4469,African American,No
4470,White,No
4471,White,No
4472,White,No
4473,African American,No
4474,White,No
4475,African American,Yes
4476,African American,No
4477,African American,No
4478,African American,No
4479,White,No
4480,White,No
4481,African American,No
4482,African American,No
4483,African American,No
4484,African American,No
4485,White,Yes
4486,African American,No
4487,White,No
4488,African American,No
4489,African American,No
4490,African American,No
4491,African American,No
4492,White,No
4493,White,Yes
4494,African American,No
4495,African American,No
4496,White,No
4497,White,No
4498,African American,No
4499,White,No
4500,White,No
4501,African American,No
4502,African American,No
4503,White,No
4504,White,No
4505,African American,No
4506,White,No
4507,African American,No
4508,African American,No
4509,African American,No
4510,African American,No
4511,White,No
4512,African American,No
4513,African American,Yes
4514,White,No
4515,African American,No
4516,White,Yes
4517,African American,No
4518,African American,No
4519,White,No
4520,African American,No
4521,African American,No
4522,African American,No
4523,African American,No
4524,African American,No
4525,African American,No
4526,White,No
4527,African American,No
4528,African American,No
4529,White,Yes
4530,White,No
4531,White,No
4532,African American,No
4533,African American,No
4534,African American,No
4535,White,No
4536,African American,No
4537,White,No
4538,White,No
4539,White,No
4540,White,No
4541,White,No
4542,White,No
4543,African American,No
4544,White,No
4545,White,No
4546,African American,No
4547,African American,No
4548,White,No
4549,White,No
4550,African American,No
4551,African American,No
4552,White,No
4553,African American,No
4554,African American,No
4555,African American,No
4556,White,No
4557,White,No
4558,White,No
4559,African American,No
4560,African American,No
4561,African American,No
4562,African American,No
4563,African American,No
4564,White,No
4565,White,No
4566,African American,No
4567,White,No
4568,African American,No
4569,African American,No
4570,African American,No
4571,White,No
4572,White,No
4573,African American,No
4574,White,No
4575,White,No
4576,African American,No
4577,African American,No
4578,African American,No
4579,White,Yes
4580,African American,No
4581,African American,No
4582,African American,No
4583,White,No
4584,African American,No
4585,White,No
4586,White,No
4587,African American,No
4588,African American,No
4589,African American,No
4590,White,No
4591,African American,No
4592,White,No
4593,African American,No
4594,White,No
4595,African American,No
4596,White,No
4597,African American,No
4598,African American,Yes
4599,African American,No
4600,African American,No
4601,White,No
4602,White,No
4603,White,No
4604,White,No
4605,White,No
4606,African American,No
4607,African American,No
4608,African American,Yes
4609,African American,No
4610,White,No
4611,White,Yes
4612,White,No
4613,White,No
4614,White,No
4615,African American,No
4616,White,No
4617,African American,No
4618,White,No
4619,African American,No
4620,African American,No
4621,White,No
4622,African American,No
4623,African American,Yes
4624,White,No
4625,African American,No
4626,White,Yes
4627,White,No
4628,White,No
4629,African American,No
4630,White,No
4631,African American,No
4632,African American,No
4633,White,No
4634,White,No
4635,African American,No
4636,African American,No
4637,White,No
4638,African American,No
4639,White,No
4640,White,No
4641,African American,No
4642,African American,No
4643,White,No
4644,African American,Yes
4645,African American,No
4646,African American,Yes
4647,African American,No
4648,White,No
4649,White,No
4650,African American,No
4651,White,No
4652,African American,Yes
4653,White,No
4654,African American,No
4655,White,No
4656,African American,No
4657,African American,No
4658,African American,No
4659,African American,No
4660,African American,No
4661,African American,No
4662,White,Yes
4663,White,No
4664,African American,No
4665,African American,No
4666,White,No
4667,African American,No
4668,African American,No
4669,White,No
4670,White,No
4671,African American,No
4672,White,No
4673,African American,No
4674,African American,No
4675,White,No
4676,White,Yes
4677,White,No
4678,African American,No
4679,White,No
4680,African American,No
4681,African American,No
4682,African American,No
4683,African American,No
4684,White,No
4685,African American,No
4686,African American,Yes
4687,White,No
4688,White,No
4689,African American,No
4690,African American,No
4691,White,No
4692,African American,Yes
4693,White,Yes
4694,White,No
4695,African American,No
4696,White,No
4697,White,No
4698,White,No
4699,African American,No
4700,African American,No
4701,White,No
4702,White,No
4703,White,No
4704,African American,No
4705,White,No
4706,White,No
4707,African American,No
4708,African American,No
4709,African American,No
4710,White,No
4711,African American,No
4712,White,No
4713,African American,No
4714,White,No
4715,White,No
4716,African American,No
4717,White,Yes
4718,African American,No
4719,White,No
4720,African American,No
4721,African American,No
4722,African American,No
4723,White,No
4724,African American,No
4725,White,No
4726,African American,No
4727,White,No
4728,African American,No
4729,White,No
4730,African American,No
4731,White,No
4732,White,No
4733,African American,Yes
4734,African American,No
4735,African American,No
4736,White,No
4737,African American,No
4738,African American,No
4739,White,No
4740,African American,No
4741,White,No
4742,African American,No
4743,African American,No
4744,African American,Yes
4745,African American,No
4746,African American,No
4747,White,No
4748,White,No
4749,African American,No
4750,African American,No
4751,African American,Yes
4752,White,No
4753,White,No
4754,African American,No
4755,African American,No
4756,White,No
4757,White,Yes
4758,African American,No
4759,White,No
4760,White,No
4761,White,No
4762,African American,Yes
4763,African American,Yes
4764,African American,No
4765,African American,No
4766,African American,No
4767,White,No
4768,African American,No
4769,African American,No
4770,African American,No
4771,African American,No
4772,White,No
4773,White,No
4774,African American,No
4775,African American,No
4776,White,No
4777,White,No
4778,African American,No
4779,White,No
4780,African American,No
4781,White,No
4782,White,No
4783,White,No
4784,African American,No
4785,White,No
4786,African American,No
4787,White,No
4788,White,No
4789,African American,No
4790,African American,No
4791,White,No
4792,African American,No
4793,African American,No
4794,White,No
4795,African American,No
4796,African American,No
4797,African American,No
4798,African American,No
4799,White,No
4800,African American,No
4801,White,Yes
4802,African American,No
4803,African American,No
4804,African American,No
4805,White,No
4806,White,No
4807,African American,No
4808,White,No
4809,African American,No
4810,White,No
4811,African American,No
4812,White,No
4813,White,No
4814,White,No
4815,African American,No
4816,White,No
4817,White,No
4818,White,No
4819,White,No
4820,White,No
4821,African American,No
4822,African American,No
4823,African American,No
4824,White,No
4825,White,No
4826,African American,No
4827,White,No
4828,African American,Yes
4829,White,No
4830,African American,No
4831,African American,No
4832,African American,No
4833,White,No
4834,African American,No
4835,African American,No
4836,White,No
4837,White,No
4838,African American,No
4839,White,No
4840,African American,No
4841,White,No
4842,African American,No
4843,White,No
4844,White,No
4845,African American,No
4846,African American,No
4847,White,No
4848,White,No
4849,White,No
4850,White,Yes
4851,White,No
4852,White,Yes
4853,African American,No
4854,White,No
4855,African American,No
4856,African American,No
4857,African American,No
4858,White,No
4859,White,No
4860,White,No
4861,African American,No
4862,African American,No
4863,African American,No
4864,White,No
4865,White,No
4866,White,No
4867,African American,No
4868,White,No
4869,African American,No
4870,White,No
4871,White,No
4872,African American,No
4873,African American,Yes
4874,African American,No
4875,African American,No
4876,African American,No
4877,White,No
4878,White,Yes
4879,White,Yes
4880,White,No
4881,White,No
4882,White,No
4883,African American,No
4884,African American,No
4885,African American,No
4886,African American,No
4887,White,No
4888,African American,No
4889,African American,No
4890,White,No
